date,delivery_point,point_type,curve_name,value
2021-11-07,South Hook,lng_terminal,Opening Stock,4251583153.0
2021-11-07,Holford,ugs,Opening Stock,2440452107.0
2021-11-07,Hornsea,ugs,Opening Stock,2986629886.0
2021-11-08,Dragon,lng_terminal,Opening Stock,1595655051.0
2021-11-08,Hornsea,ugs,Opening Stock,2986629886.0
2021-11-08,Aldbrough,ugs,Opening Stock,2374704227.0
2021-11-08,Isle Of Grain,lng_terminal,Opening Stock,5396722720.0
2021-11-08,Holford,ugs,Opening Stock,2458037601.0
2021-11-08,South Hook,lng_terminal,Opening Stock,3958730331.0
2021-11-08,Stublach,ugs,Opening Stock,4869056190.0
2021-11-08,Humbly Grove,ugs,Opening Stock,2682728590.0
2021-11-08,Hill Top,ugs,Opening Stock,490443176.0
2021-11-08,Holehouse Farm,ugs,Opening Stock,235954293.0
2021-11-09,Humbly Grove,ugs,Opening Stock,2682728590.0
2021-11-09,Hornsea,ugs,Opening Stock,2986629886.0
2021-11-09,Hill Top,ugs,Opening Stock,490443176.0
2021-11-09,Stublach,ugs,Opening Stock,4918418014.0
2021-11-09,Isle Of Grain,lng_terminal,Opening Stock,5293563480.0
2021-11-09,Dragon,lng_terminal,Opening Stock,1447778845.0
2021-11-09,Aldbrough,ugs,Opening Stock,2386473661.0
2021-11-09,Holehouse Farm,ugs,Opening Stock,235954293.0
2021-11-09,South Hook,lng_terminal,Opening Stock,3677649091.0
2021-11-09,Holford,ugs,Opening Stock,2458037601.0
2021-11-10,South Hook,lng_terminal,Opening Stock,3387899709.0
2021-11-10,Holehouse Farm,ugs,Opening Stock,235954293.0
2021-11-10,Isle Of Grain,lng_terminal,Opening Stock,5198653924.0
2021-11-10,Aldbrough,ugs,Opening Stock,2416165094.0
2021-11-10,Holford,ugs,Opening Stock,2458037601.0
2021-11-10,Stublach,ugs,Opening Stock,4917737504.0
2021-11-10,Dragon,lng_terminal,Opening Stock,1391851242.0
2021-11-10,Humbly Grove,ugs,Opening Stock,2682728590.0
2021-11-10,Hill Top,ugs,Opening Stock,490443176.0
2021-11-10,Hornsea,ugs,Opening Stock,2986629886.0
2021-11-11,Dragon,lng_terminal,Opening Stock,1235316467.0
2021-11-11,Humbly Grove,ugs,Opening Stock,2682728590.0
2021-11-11,Stublach,ugs,Opening Stock,4871146106.0
2021-11-11,Holford,ugs,Opening Stock,2458037601.0
2021-11-11,South Hook,lng_terminal,Opening Stock,3068750775.0
2021-11-11,Aldbrough,ugs,Opening Stock,2360402408.0
2021-11-11,Hornsea,ugs,Opening Stock,2986629886.0
2021-11-11,Isle Of Grain,lng_terminal,Opening Stock,5028504661.0
2021-11-11,Holehouse Farm,ugs,Opening Stock,235954293.0
2021-11-11,Hill Top,ugs,Opening Stock,490443176.0
2021-11-12,Holehouse Farm,ugs,Opening Stock,235954293.0
2021-11-12,Aldbrough,ugs,Opening Stock,2360402408.0
2021-11-12,Holford,ugs,Opening Stock,2460959415.0
2021-11-12,Dragon,lng_terminal,Opening Stock,1072446790.0
2021-11-12,Humbly Grove,ugs,Opening Stock,2682728590.0
2021-11-12,Hill Top,ugs,Opening Stock,490443176.0
2021-11-12,Stublach,ugs,Opening Stock,4803321511.0
2021-11-12,Isle Of Grain,lng_terminal,Opening Stock,4827642114.0
2021-11-12,Hornsea,ugs,Opening Stock,2986629886.0
2021-11-12,South Hook,lng_terminal,Opening Stock,2758748771.0
2021-11-13,Isle Of Grain,lng_terminal,Opening Stock,4651449875.0
2021-11-13,Aldbrough,ugs,Opening Stock,2383294901.0
2021-11-13,Hill Top,ugs,Opening Stock,490443176.0
2021-11-13,Stublach,ugs,Opening Stock,4818662657.0
2021-11-13,South Hook,lng_terminal,Opening Stock,2493402778.0
2021-11-13,Holford,ugs,Opening Stock,2460959415.0
2021-11-13,Humbly Grove,ugs,Opening Stock,2682728590.0
2021-11-13,Hornsea,ugs,Opening Stock,2986629886.0
2021-11-13,Dragon,lng_terminal,Opening Stock,924202312.0
2021-11-13,Holehouse Farm,ugs,Opening Stock,235954293.0
2021-11-14,Hornsea,ugs,Opening Stock,2986629886.0
2021-11-14,Aldbrough,ugs,Opening Stock,2332386844.0
2021-11-14,Holford,ugs,Opening Stock,2460959415.0
2021-11-14,Holehouse Farm,ugs,Opening Stock,235954293.0
2021-11-14,Isle Of Grain,lng_terminal,Opening Stock,4497476079.0
2021-11-14,South Hook,lng_terminal,Opening Stock,4000249167.0
2021-11-14,Humbly Grove,ugs,Opening Stock,2682728590.0
2021-11-14,Hill Top,ugs,Opening Stock,490443176.0
2021-11-14,Stublach,ugs,Opening Stock,4879064841.0
2021-11-14,Dragon,lng_terminal,Opening Stock,774542091.0
2021-11-15,Isle Of Grain,lng_terminal,Opening Stock,4326886174.0
2021-11-15,Hill Top,ugs,Opening Stock,490443176.0
2021-11-15,South Hook,lng_terminal,Opening Stock,3759787243.0
2021-11-15,Hornsea,ugs,Opening Stock,3009740022.0
2021-11-15,Aldbrough,ugs,Opening Stock,2344223175.0
2021-11-15,Holford,ugs,Opening Stock,2460959415.0
2021-11-15,Dragon,lng_terminal,Opening Stock,1750469599.0
2021-11-15,Holehouse Farm,ugs,Opening Stock,235954293.0
2021-11-15,Stublach,ugs,Opening Stock,4975926594.0
2021-11-15,Humbly Grove,ugs,Opening Stock,2682728590.0
2021-11-16,South Hook,lng_terminal,Opening Stock,3488889689.0
2021-11-16,Aldbrough,ugs,Opening Stock,2351479813.0
2021-11-16,Holford,ugs,Opening Stock,2460959415.0
2021-11-16,Dragon,lng_terminal,Opening Stock,1639453819.0
2021-11-16,Isle Of Grain,lng_terminal,Opening Stock,5046836254.0
2021-11-16,Humbly Grove,ugs,Opening Stock,2682728590.0
2021-11-16,Hornsea,ugs,Opening Stock,2989740020.0
2021-11-16,Hill Top,ugs,Opening Stock,490443176.0
2021-11-16,Holehouse Farm,ugs,Opening Stock,235954293.0
2021-11-16,Stublach,ugs,Opening Stock,4884736741.0
2021-11-17,Aldbrough,ugs,Opening Stock,2367911967.0
2021-11-17,Holehouse Farm,ugs,Opening Stock,235954293.0
2021-11-17,Stublach,ugs,Opening Stock,4872360839.0
2021-11-17,Hill Top,ugs,Opening Stock,461117642.0
2021-11-17,Dragon,lng_terminal,Opening Stock,1574827636.0
2021-11-17,Isle Of Grain,lng_terminal,Opening Stock,5295352295.0
2021-11-17,South Hook,lng_terminal,Opening Stock,3257610403.0
2021-11-17,Holford,ugs,Opening Stock,2469743059.0
2021-11-17,Humbly Grove,ugs,Opening Stock,2682728590.0
2021-11-17,Hornsea,ugs,Opening Stock,2989740020.0
2021-11-18,Holford,ugs,Opening Stock,2484388535.0
2021-11-18,Stublach,ugs,Opening Stock,4893236581.0
2021-11-18,Humbly Grove,ugs,Opening Stock,2682728590.0
2021-11-18,Dragon,lng_terminal,Opening Stock,1535995734.0
2021-11-18,Hill Top,ugs,Opening Stock,461117642.0
2021-11-18,Aldbrough,ugs,Opening Stock,2402356324.0
2021-11-18,Hornsea,ugs,Opening Stock,2991711068.0
2021-11-18,South Hook,lng_terminal,Opening Stock,3977508946.0
2021-11-18,Holehouse Farm,ugs,Opening Stock,235954293.0
2021-11-18,Isle Of Grain,lng_terminal,Opening Stock,5756966008.0
2021-11-19,Humbly Grove,ugs,Opening Stock,2682728590.0
2021-11-19,Aldbrough,ugs,Opening Stock,2412902244.0
2021-11-19,Stublach,ugs,Opening Stock,4941031941.0
2021-11-19,Hill Top,ugs,Opening Stock,490522071.0
2021-11-19,Hornsea,ugs,Opening Stock,2995011242.0
2021-11-19,Holford,ugs,Opening Stock,2484388535.0
2021-11-19,Holehouse Farm,ugs,Opening Stock,235954293.0
2021-11-19,Isle Of Grain,lng_terminal,Opening Stock,5607769430.0
2021-11-19,South Hook,lng_terminal,Opening Stock,3743817543.0
2021-11-19,Dragon,lng_terminal,Opening Stock,1496102239.0
2021-11-20,Holford,ugs,Opening Stock,2487319451.0
2021-11-20,Stublach,ugs,Opening Stock,4946347211.0
2021-11-20,Hornsea,ugs,Opening Stock,3001312614.0
2021-11-20,Isle Of Grain,lng_terminal,Opening Stock,6413686319.0
2021-11-20,Humbly Grove,ugs,Opening Stock,2682728590.0
2021-11-20,Aldbrough,ugs,Opening Stock,2426868871.0
2021-11-20,Hill Top,ugs,Opening Stock,492499831.0
2021-11-20,Dragon,lng_terminal,Opening Stock,1457716842.0
2021-11-20,Holehouse Farm,ugs,Opening Stock,235954293.0
2021-11-20,South Hook,lng_terminal,Opening Stock,3515282202.0
2021-11-21,Hornsea,ugs,Opening Stock,3007224884.0
2021-11-21,South Hook,lng_terminal,Opening Stock,3413484568.0
2021-11-21,Aldbrough,ugs,Opening Stock,2445835902.0
2021-11-21,Holehouse Farm,ugs,Opening Stock,235954293.0
2021-11-21,Hill Top,ugs,Opening Stock,493699283.0
2021-11-21,Dragon,lng_terminal,Opening Stock,1458312802.0
2021-11-21,Stublach,ugs,Opening Stock,5041334901.0
2021-11-21,Holford,ugs,Opening Stock,2509283110.0
2021-11-21,Humbly Grove,ugs,Opening Stock,2682728590.0
2021-11-21,Isle Of Grain,lng_terminal,Opening Stock,6524626061.0
2021-11-22,Hill Top,ugs,Opening Stock,493699283.0
2021-11-22,Isle Of Grain,lng_terminal,Opening Stock,6491762652.0
2021-11-22,Dragon,lng_terminal,Opening Stock,1380533889.0
2021-11-22,Holehouse Farm,ugs,Opening Stock,235954293.0
2021-11-22,Holford,ugs,Opening Stock,2491724922.0
2021-11-22,Aldbrough,ugs,Opening Stock,2445835902.0
2021-11-22,South Hook,lng_terminal,Opening Stock,5053805013.0
2021-11-22,Hornsea,ugs,Opening Stock,3007224884.0
2021-11-22,Humbly Grove,ugs,Opening Stock,2682728590.0
2021-11-22,Stublach,ugs,Opening Stock,4984425361.0
2021-11-23,Aldbrough,ugs,Opening Stock,2445835902.0
2021-11-23,Hill Top,ugs,Opening Stock,496213451.0
2021-11-23,Isle Of Grain,lng_terminal,Opening Stock,6342248910.0
2021-11-23,Dragon,lng_terminal,Opening Stock,1089930368.0
2021-11-23,Hornsea,ugs,Opening Stock,3007224884.0
2021-11-23,South Hook,lng_terminal,Opening Stock,4649653427.0
2021-11-23,Holehouse Farm,ugs,Opening Stock,235954293.0
2021-11-23,Humbly Grove,ugs,Opening Stock,2682728590.0
2021-11-23,Stublach,ugs,Opening Stock,4975924648.0
2021-11-23,Holford,ugs,Opening Stock,2491724922.0
2021-11-24,Hill Top,ugs,Opening Stock,496213451.0
2021-11-24,Stublach,ugs,Opening Stock,4980475465.0
2021-11-24,Aldbrough,ugs,Opening Stock,2435367690.0
2021-11-24,Holford,ugs,Opening Stock,2491724922.0
2021-11-24,South Hook,lng_terminal,Opening Stock,4299484188.0
2021-11-24,Dragon,lng_terminal,Opening Stock,788634336.0
2021-11-24,Holehouse Farm,ugs,Opening Stock,235954293.0
2021-11-24,Isle Of Grain,lng_terminal,Opening Stock,6114600248.0
2021-11-24,Hornsea,ugs,Opening Stock,2996998115.0
2021-11-24,Humbly Grove,ugs,Opening Stock,2682728590.0
2021-11-25,Aldbrough,ugs,Opening Stock,2435367690.0
2021-11-25,Hill Top,ugs,Opening Stock,496213451.0
2021-11-25,Dragon,lng_terminal,Opening Stock,788634336.0
2021-11-25,Humbly Grove,ugs,Opening Stock,2682728590.0
2021-11-25,Hornsea,ugs,Opening Stock,2978186684.0
2021-11-25,Holford,ugs,Opening Stock,2494660179.0
2021-11-25,Stublach,ugs,Opening Stock,4920266768.0
2021-11-25,Holehouse Farm,ugs,Opening Stock,235954293.0
2021-11-25,Isle Of Grain,lng_terminal,Opening Stock,5879564648.0
2021-11-25,South Hook,lng_terminal,Opening Stock,5104512149.0
2021-11-26,Holehouse Farm,ugs,Opening Stock,235954293.0
2021-11-26,Stublach,ugs,Opening Stock,4898492556.0
2021-11-26,Isle Of Grain,lng_terminal,Opening Stock,5607495193.0
2021-11-26,Hill Top,ugs,Opening Stock,497401502.0
2021-11-26,Humbly Grove,ugs,Opening Stock,2682728590.0
2021-11-26,Hornsea,ugs,Opening Stock,2979423592.0
2021-11-26,Aldbrough,ugs,Opening Stock,2439317687.0
2021-11-26,Holford,ugs,Opening Stock,2462579363.0
2021-11-26,Dragon,lng_terminal,Opening Stock,1303825054.0
2021-11-26,South Hook,lng_terminal,Opening Stock,5048769823.0
2021-11-27,Hill Top,ugs,Opening Stock,497401502.0
2021-11-27,Stublach,ugs,Opening Stock,4951804090.0
2021-11-27,Isle Of Grain,lng_terminal,Opening Stock,5332197978.0
2021-11-27,Aldbrough,ugs,Opening Stock,2432521223.0
2021-11-27,Humbly Grove,ugs,Opening Stock,2682728590.0
2021-11-27,Holford,ugs,Opening Stock,2308760179.0
2021-11-27,Dragon,lng_terminal,Opening Stock,1137350492.0
2021-11-27,Hornsea,ugs,Opening Stock,2989526242.0
2021-11-27,South Hook,lng_terminal,Opening Stock,4965679029.0
2021-11-27,Holehouse Farm,ugs,Opening Stock,235954293.0
2021-11-28,South Hook,lng_terminal,Opening Stock,4836414029.0
2021-11-28,Aldbrough,ugs,Opening Stock,2432521223.0
2021-11-28,Hill Top,ugs,Opening Stock,497401502.0
2021-11-28,Holehouse Farm,ugs,Opening Stock,235954293.0
2021-11-28,Holford,ugs,Opening Stock,2075768403.0
2021-11-28,Humbly Grove,ugs,Opening Stock,2682728590.0
2021-11-28,Hornsea,ugs,Opening Stock,2992794395.0
2021-11-28,Isle Of Grain,lng_terminal,Opening Stock,5929889917.0
2021-11-28,Dragon,lng_terminal,Opening Stock,965925363.0
2021-11-28,Stublach,ugs,Opening Stock,4881215978.0
2021-11-29,Aldbrough,ugs,Opening Stock,2345067443.0
2021-11-29,South Hook,lng_terminal,Opening Stock,4707258029.0
2021-11-29,Isle Of Grain,lng_terminal,Opening Stock,5597015192.0
2021-11-29,Holford,ugs,Opening Stock,1835975159.0
2021-11-29,Humbly Grove,ugs,Opening Stock,2682728590.0
2021-11-29,Dragon,lng_terminal,Opening Stock,785489244.0
2021-11-29,Stublach,ugs,Opening Stock,4726686963.0
2021-11-29,Holehouse Farm,ugs,Opening Stock,235954293.0
2021-11-29,Hill Top,ugs,Opening Stock,497401502.0
2021-11-29,Hornsea,ugs,Opening Stock,2966882543.0
2021-11-30,Hill Top,ugs,Opening Stock,494414552.0
2021-11-30,Humbly Grove,ugs,Opening Stock,2682728590.0
2021-11-30,South Hook,lng_terminal,Opening Stock,4513408029.0
2021-11-30,Hornsea,ugs,Opening Stock,2966882543.0
2021-11-30,Aldbrough,ugs,Opening Stock,2340985866.0
2021-11-30,Isle Of Grain,lng_terminal,Opening Stock,5206355591.0
2021-11-30,Holehouse Farm,ugs,Opening Stock,235954293.0
2021-11-30,Holford,ugs,Opening Stock,1614714071.0
2021-11-30,Dragon,lng_terminal,Opening Stock,545038862.0
2021-11-30,Stublach,ugs,Opening Stock,4489442939.0
2023-05-25,South Hook,lng_terminal,Opening Stock,2881277914.0
2023-05-25,Hornsea,ugs,Opening Stock,2947608243.0
2023-05-25,Holehouse Farm,ugs,Opening Stock,206147665.0
2023-05-25,Hill Top,ugs,Opening Stock,38099230.0
2023-05-25,Aldbrough,ugs,Opening Stock,362719763.0
2023-05-25,Stublach,ugs,Opening Stock,1418925203.0
2023-05-25,Holford,ugs,Opening Stock,1170836146.0
2023-05-25,Humbly Grove,ugs,Opening Stock,2374779866.0
2023-05-25,Rough,ugs,Opening Stock,5787947825.0
2023-05-25,Isle Of Grain,lng_terminal,Opening Stock,4972964777.0
2023-05-25,Dragon,lng_terminal,Opening Stock,705435012.0
2015-09-30,Isle Of Grain,lng_terminal,Inflow,0.0
2015-09-30,South Hook,lng_terminal,Inflow,0.0
2015-09-30,Dragon,lng_terminal,Inflow,0.0
2015-09-30,Rough,ugs,Inflow,0.0
2015-09-30,Aldbrough,ugs,Inflow,32493261.0
2015-09-30,Holford,ugs,Inflow,5855005.0
2015-09-30,Hill Top,ugs,Inflow,0.0
2015-09-30,Stublach,ugs,Inflow,24955077.0
2015-09-30,Humbly Grove,ugs,Inflow,0.0
2015-09-30,Hornsea,ugs,Inflow,0.0
2015-09-30,Holehouse Farm,ugs,Inflow,0.0
2015-09-30,Avonmouth,ugs,Inflow,0.0
2016-09-30,Isle Of Grain,lng_terminal,Inflow,0.0
2016-09-30,South Hook,lng_terminal,Inflow,0.0
2016-09-30,Dragon,lng_terminal,Inflow,0.0
2016-09-30,Rough,ugs,Inflow,0.0
2016-09-30,Aldbrough,ugs,Inflow,0.0
2016-09-30,Holford,ugs,Inflow,0.0
2016-09-30,Hill Top,ugs,Inflow,0.0
2016-09-30,Stublach,ugs,Inflow,110071.0
2016-09-30,Humbly Grove,ugs,Inflow,12009444.0
2016-09-30,Hornsea,ugs,Inflow,19000863.0
2016-09-30,Holehouse Farm,ugs,Inflow,0.0
2016-09-30,Avonmouth,ugs,Inflow,0.0
2017-09-30,Isle Of Grain,lng_terminal,Inflow,79300658.0
2017-09-30,South Hook,lng_terminal,Inflow,0.0
2017-09-30,Dragon,lng_terminal,Inflow,0.0
2017-09-30,Rough,ugs,Inflow,0.0
2017-09-30,Aldbrough,ugs,Inflow,18414479.0
2017-09-30,Holford,ugs,Inflow,163239248.0
2017-09-30,Hill Top,ugs,Inflow,15278875.0
2017-09-30,Stublach,ugs,Inflow,52424823.0
2017-09-30,Humbly Grove,ugs,Inflow,0.0
2017-09-30,Hornsea,ugs,Inflow,8887904.0
2017-09-30,Holehouse Farm,ugs,Inflow,0.0
2017-09-30,Avonmouth,ugs,Inflow,0.0
2018-09-30,Isle Of Grain,lng_terminal,Inflow,0.0
2018-09-30,South Hook,lng_terminal,Inflow,0.0
2018-09-30,Dragon,lng_terminal,Inflow,0.0
2018-09-30,Rough,ugs,Inflow,0.0
2018-09-30,Aldbrough,ugs,Inflow,0.0
2018-09-30,Holford,ugs,Inflow,0.0
2018-09-30,Hill Top,ugs,Inflow,0.0
2018-09-30,Stublach,ugs,Inflow,0.0
2018-09-30,Humbly Grove,ugs,Inflow,0.0
2018-09-30,Hornsea,ugs,Inflow,7188852.0
2018-09-30,Holehouse Farm,ugs,Inflow,0.0
2018-09-30,Avonmouth,ugs,Inflow,0.0
2019-09-30,Humbly Grove,ugs,Inflow,0.0
2019-09-30,Holehouse Farm,ugs,Inflow,0.0
2019-09-30,Holford,ugs,Inflow,2926364.0
2019-09-30,South Hook,lng_terminal,Inflow,0.0
2019-09-30,Dragon,lng_terminal,Inflow,0.0
2019-09-30,Isle Of Grain,lng_terminal,Inflow,0.0
2019-09-30,Hornsea,ugs,Inflow,8235896.0
2019-09-30,Aldbrough,ugs,Inflow,0.0
2019-09-30,Stublach,ugs,Inflow,9219301.0
2019-09-30,Hill Top,ugs,Inflow,58805253.0
2020-09-30,Holehouse Farm,ugs,Inflow,0.0
2020-09-30,South Hook,lng_terminal,Inflow,0.0
2020-09-30,Dragon,lng_terminal,Inflow,782705.0
2020-09-30,Isle Of Grain,lng_terminal,Inflow,0.0
2020-09-30,Humbly Grove,ugs,Inflow,0.0
2020-09-30,Aldbrough,ugs,Inflow,0.0
2020-09-30,Hornsea,ugs,Inflow,0.0
2020-09-30,Holford,ugs,Inflow,0.0
2020-09-30,Hill Top,ugs,Inflow,82843288.0
2020-09-30,Stublach,ugs,Inflow,34116018.0
2020-11-01,Holehouse Farm,ugs,Inflow,0.0
2020-11-01,South Hook,lng_terminal,Inflow,0.0
2020-11-01,Dragon,lng_terminal,Inflow,0.0
2020-11-01,Isle Of Grain,lng_terminal,Inflow,25916463.0
2020-11-01,Humbly Grove,ugs,Inflow,0.0
2020-11-01,Aldbrough,ugs,Inflow,92761445.0
2020-11-01,Hornsea,ugs,Inflow,5913240.0
2020-11-01,Holford,ugs,Inflow,139273104.0
2020-11-01,Hill Top,ugs,Inflow,7408044.0
2020-11-01,Stublach,ugs,Inflow,177174318.0
2020-11-02,Holehouse Farm,ugs,Inflow,0.0
2020-11-02,South Hook,lng_terminal,Inflow,0.0
2020-11-02,Dragon,lng_terminal,Inflow,0.0
2020-11-02,Isle Of Grain,lng_terminal,Inflow,0.0
2020-11-02,Humbly Grove,ugs,Inflow,0.0
2020-11-02,Aldbrough,ugs,Inflow,78889748.0
2020-11-02,Hornsea,ugs,Inflow,11503726.0
2020-11-02,Holford,ugs,Inflow,167078265.0
2020-11-02,Hill Top,ugs,Inflow,66092463.0
2020-11-02,Stublach,ugs,Inflow,164671754.0
2020-11-03,Holehouse Farm,ugs,Inflow,0.0
2020-11-03,South Hook,lng_terminal,Inflow,0.0
2020-11-03,Dragon,lng_terminal,Inflow,0.0
2020-11-03,Isle Of Grain,lng_terminal,Inflow,0.0
2020-11-03,Humbly Grove,ugs,Inflow,0.0
2020-11-03,Aldbrough,ugs,Inflow,4966336.0
2020-11-03,Hornsea,ugs,Inflow,0.0
2020-11-03,Holford,ugs,Inflow,74510784.0
2020-11-03,Hill Top,ugs,Inflow,0.0
2020-11-03,Stublach,ugs,Inflow,139967916.0
2020-11-04,Holehouse Farm,ugs,Inflow,0.0
2020-11-04,South Hook,lng_terminal,Inflow,0.0
2020-11-04,Dragon,lng_terminal,Inflow,0.0
2020-11-04,Isle Of Grain,lng_terminal,Inflow,819803031.0
2020-11-04,Humbly Grove,ugs,Inflow,0.0
2020-11-04,Aldbrough,ugs,Inflow,0.0
2020-11-04,Hornsea,ugs,Inflow,0.0
2020-11-04,Holford,ugs,Inflow,0.0
2020-11-04,Hill Top,ugs,Inflow,0.0
2020-11-04,Stublach,ugs,Inflow,0.0
2020-11-05,Holehouse Farm,ugs,Inflow,0.0
2020-11-05,South Hook,lng_terminal,Inflow,1028792104.0
2020-11-05,Dragon,lng_terminal,Inflow,730400671.0
2020-11-05,Isle Of Grain,lng_terminal,Inflow,0.0
2020-11-05,Humbly Grove,ugs,Inflow,0.0
2020-11-05,Aldbrough,ugs,Inflow,0.0
2020-11-05,Hornsea,ugs,Inflow,0.0
2020-11-05,Holford,ugs,Inflow,0.0
2020-11-05,Hill Top,ugs,Inflow,0.0
2020-11-05,Stublach,ugs,Inflow,0.0
2020-11-06,Holehouse Farm,ugs,Inflow,0.0
2020-11-06,South Hook,lng_terminal,Inflow,0.0
2020-11-06,Dragon,lng_terminal,Inflow,26686450.0
2020-11-06,Isle Of Grain,lng_terminal,Inflow,0.0
2020-11-06,Humbly Grove,ugs,Inflow,0.0
2020-11-06,Aldbrough,ugs,Inflow,0.0
2020-11-06,Hornsea,ugs,Inflow,0.0
2020-11-06,Holford,ugs,Inflow,0.0
2020-11-06,Hill Top,ugs,Inflow,0.0
2020-11-06,Stublach,ugs,Inflow,0.0
2020-11-07,Holehouse Farm,ugs,Inflow,0.0
2020-11-07,South Hook,lng_terminal,Inflow,0.0
2020-11-07,Dragon,lng_terminal,Inflow,0.0
2020-11-07,Isle Of Grain,lng_terminal,Inflow,0.0
2020-11-07,Humbly Grove,ugs,Inflow,0.0
2020-11-07,Aldbrough,ugs,Inflow,0.0
2020-11-07,Hornsea,ugs,Inflow,0.0
2020-11-07,Holford,ugs,Inflow,0.0
2020-11-07,Hill Top,ugs,Inflow,0.0
2020-11-07,Stublach,ugs,Inflow,0.0
2020-11-08,Holehouse Farm,ugs,Inflow,0.0
2020-11-08,South Hook,lng_terminal,Inflow,895257067.0
2020-11-08,Dragon,lng_terminal,Inflow,0.0
2020-11-08,Isle Of Grain,lng_terminal,Inflow,670597828.0
2020-11-08,Humbly Grove,ugs,Inflow,0.0
2020-11-08,Aldbrough,ugs,Inflow,0.0
2020-11-08,Hornsea,ugs,Inflow,0.0
2020-11-08,Holford,ugs,Inflow,0.0
2020-11-08,Hill Top,ugs,Inflow,0.0
2020-11-08,Stublach,ugs,Inflow,0.0
2020-11-09,Holehouse Farm,ugs,Inflow,0.0
2020-11-09,South Hook,lng_terminal,Inflow,0.0
2020-11-09,Dragon,lng_terminal,Inflow,1416005.0
2020-11-09,Isle Of Grain,lng_terminal,Inflow,0.0
2020-11-09,Humbly Grove,ugs,Inflow,0.0
2020-11-09,Aldbrough,ugs,Inflow,0.0
2020-11-09,Hornsea,ugs,Inflow,0.0
2020-11-09,Holford,ugs,Inflow,0.0
2020-11-09,Hill Top,ugs,Inflow,0.0
2020-11-09,Stublach,ugs,Inflow,34874346.0
2020-11-10,Holehouse Farm,ugs,Inflow,0.0
2020-11-10,South Hook,lng_terminal,Inflow,0.0
2020-11-10,Dragon,lng_terminal,Inflow,0.0
2020-11-10,Isle Of Grain,lng_terminal,Inflow,0.0
2020-11-10,Humbly Grove,ugs,Inflow,0.0
2020-11-10,Aldbrough,ugs,Inflow,0.0
2020-11-10,Hornsea,ugs,Inflow,0.0
2020-11-10,Holford,ugs,Inflow,0.0
2020-11-10,Hill Top,ugs,Inflow,0.0
2020-11-10,Stublach,ugs,Inflow,7330274.0
2020-11-11,Holehouse Farm,ugs,Inflow,0.0
2020-11-11,South Hook,lng_terminal,Inflow,0.0
2020-11-11,Dragon,lng_terminal,Inflow,0.0
2020-11-11,Isle Of Grain,lng_terminal,Inflow,0.0
2020-11-11,Humbly Grove,ugs,Inflow,0.0
2020-11-11,Aldbrough,ugs,Inflow,17076801.0
2020-11-11,Hornsea,ugs,Inflow,0.0
2020-11-11,Holford,ugs,Inflow,0.0
2020-11-11,Hill Top,ugs,Inflow,0.0
2020-11-11,Stublach,ugs,Inflow,9515318.0
2020-11-12,Holehouse Farm,ugs,Inflow,0.0
2020-11-12,South Hook,lng_terminal,Inflow,0.0
2020-11-12,Dragon,lng_terminal,Inflow,0.0
2020-11-12,Isle Of Grain,lng_terminal,Inflow,0.0
2020-11-12,Humbly Grove,ugs,Inflow,20000.0
2020-11-12,Aldbrough,ugs,Inflow,7593392.0
2020-11-12,Hornsea,ugs,Inflow,0.0
2020-11-12,Holford,ugs,Inflow,0.0
2020-11-12,Hill Top,ugs,Inflow,0.0
2020-11-12,Stublach,ugs,Inflow,307942.0
2020-11-13,Holehouse Farm,ugs,Inflow,0.0
2020-11-13,South Hook,lng_terminal,Inflow,637060256.0
2020-11-13,Dragon,lng_terminal,Inflow,0.0
2020-11-13,Isle Of Grain,lng_terminal,Inflow,457884443.0
2020-11-13,Humbly Grove,ugs,Inflow,0.0
2020-11-13,Aldbrough,ugs,Inflow,0.0
2020-11-13,Hornsea,ugs,Inflow,0.0
2020-11-13,Holford,ugs,Inflow,0.0
2020-11-13,Hill Top,ugs,Inflow,0.0
2020-11-13,Stublach,ugs,Inflow,0.0
2020-11-14,Holehouse Farm,ugs,Inflow,0.0
2020-11-14,South Hook,lng_terminal,Inflow,136189532.0
2020-11-14,Dragon,lng_terminal,Inflow,0.0
2020-11-14,Isle Of Grain,lng_terminal,Inflow,342839901.0
2020-11-14,Humbly Grove,ugs,Inflow,0.0
2020-11-14,Aldbrough,ugs,Inflow,0.0
2020-11-14,Hornsea,ugs,Inflow,17605048.0
2020-11-14,Holford,ugs,Inflow,0.0
2020-11-14,Hill Top,ugs,Inflow,0.0
2020-11-14,Stublach,ugs,Inflow,0.0
2020-11-15,Holehouse Farm,ugs,Inflow,0.0
2020-11-15,South Hook,lng_terminal,Inflow,0.0
2020-11-15,Dragon,lng_terminal,Inflow,893920.0
2020-11-15,Isle Of Grain,lng_terminal,Inflow,0.0
2020-11-15,Humbly Grove,ugs,Inflow,0.0
2020-11-15,Aldbrough,ugs,Inflow,80780487.0
2020-11-15,Hornsea,ugs,Inflow,19671230.0
2020-11-15,Holford,ugs,Inflow,89418044.0
2020-11-15,Hill Top,ugs,Inflow,32418048.0
2020-11-15,Stublach,ugs,Inflow,54439280.0
2020-11-16,Holehouse Farm,ugs,Inflow,0.0
2020-11-16,South Hook,lng_terminal,Inflow,0.0
2020-11-16,Dragon,lng_terminal,Inflow,62942.0
